Alert_ID,Investigator_ID,Investigation_Start,Investigation_End,Resolution_Time_Minutes,Outcome
2736,INV_25,2020-01-11 02:33:00,2020-01-11 04:39:00,126,False Positive
2737,INV_21,2020-01-11 02:03:00,2020-01-11 03:04:00,61,Fraud
2738,INV_9,2020-01-11 03:08:00,2020-01-11 04:06:00,58,Fraud
2739,INV_7,2020-01-11 02:39:00,2020-01-11 04:45:00,126,False Positive
2740,INV_11,2020-01-11 02:41:00,2020-01-11 05:13:00,152,Fraud
2741,INV_23,2020-01-11 02:45:00,2020-01-11 05:31:00,166,Fraud
2742,INV_23,2020-01-11 03:55:00,2020-01-11 05:22:00,87,False Positive
2743,INV_20,2020-01-11 03:20:00,2020-01-11 05:14:00,114,Fraud
2744,INV_14,2020-01-11 03:16:00,2020-01-11 03:46:00,30,Fraud
2745,INV_6,2020-01-11 03:02:00,2020-01-11 04:34:00,92,Fraud
2746,INV_19,2020-01-11 03:13:00,2020-01-11 04:15:00,62,False Positive
2747,INV_16,2020-01-11 04:00:00,2020-01-11 04:32:00,32,False Positive
2748,INV_14,2020-01-11 04:54:00,2020-01-11 05:13:00,19,Fraud
2749,INV_15,2020-01-11 04:17:00,2020-01-11 04:29:00,12,Fraud
2750,INV_9,2020-01-11 03:29:00,2020-01-11 04:34:00,65,False Positive
2751,INV_24,2020-01-11 03:31:00,2020-01-11 05:36:00,125,Fraud
2752,INV_14,2020-01-11 03:35:00,2020-01-11 05:09:00,94,Fraud
2753,INV_21,2020-01-11 04:17:00,2020-01-11 07:01:00,164,False Positive
2754,INV_11,2020-01-11 05:16:00,2020-01-11 07:23:00,127,Fraud
2755,INV_16,2020-01-11 04:34:00,2020-01-11 07:02:00,148,Fraud
2756,INV_9,2020-01-11 04:58:00,2020-01-11 06:36:00,98,False Positive
2757,INV_15,2020-01-11 04:57:00,2020-01-11 07:08:00,131,False Positive
2758,INV_25,2020-01-11 05:22:00,2020-01-11 08:03:00,161,Fraud
2759,INV_17,2020-01-11 05:17:00,2020-01-11 07:21:00,124,Fraud
2760,INV_25,2020-01-11 05:42:00,2020-01-11 08:18:00,156,False Positive
2761,INV_11,2020-01-11 04:46:00,2020-01-11 06:07:00,81,False Positive
2762,INV_15,2020-01-11 05:47:00,2020-01-11 07:31:00,104,Fraud
2763,INV_13,2020-01-11 05:49:00,2020-01-11 06:52:00,63,Fraud
2764,INV_23,2020-01-11 04:19:00,2020-01-11 04:33:00,14,Fraud
2765,INV_18,2020-01-11 05:20:00,2020-01-11 07:51:00,151,Fraud
2766,INV_14,2020-01-11 06:59:00,2020-01-11 08:51:00,112,Fraud
2767,INV_1,2020-01-11 05:45:00,2020-01-11 07:00:00,75,False Positive
2768,INV_2,2020-01-11 05:31:00,2020-01-11 06:27:00,56,Fraud
2769,INV_6,2020-01-11 06:15:00,2020-01-11 06:49:00,34,Fraud
2770,INV_20,2020-01-11 07:46:00,2020-01-11 10:28:00,162,Fraud
2771,INV_22,2020-01-11 07:35:00,2020-01-11 08:01:00,26,Fraud
2772,INV_17,2020-01-11 06:50:00,2020-01-11 09:01:00,131,Fraud
2773,INV_13,2020-01-11 07:50:00,2020-01-11 08:23:00,33,False Positive
2774,INV_12,2020-01-11 08:48:00,2020-01-11 10:11:00,83,False Positive
2775,INV_4,2020-01-11 07:29:00,2020-01-11 09:08:00,99,Fraud
2776,INV_18,2020-01-11 07:53:00,2020-01-11 08:41:00,48,Fraud
2777,INV_8,2020-01-11 08:32:00,2020-01-11 09:23:00,51,Fraud
2778,INV_11,2020-01-11 07:14:00,2020-01-11 08:53:00,99,False Positive
2779,INV_5,2020-01-11 08:07:00,2020-01-11 10:26:00,139,False Positive
2780,INV_13,2020-01-11 08:58:00,2020-01-11 09:52:00,54,Fraud
2781,INV_22,2020-01-11 08:42:00,2020-01-11 10:22:00,100,Fraud
2782,INV_24,2020-01-11 09:39:00,2020-01-11 10:55:00,76,Fraud
2783,INV_21,2020-01-11 09:46:00,2020-01-11 12:12:00,146,Fraud
2784,INV_8,2020-01-11 08:14:00,2020-01-11 10:59:00,165,False Positive
2785,INV_15,2020-01-11 09:24:00,2020-01-11 11:12:00,108,False Positive
2786,INV_7,2020-01-11 08:44:00,2020-01-11 09:12:00,28,False Positive
2787,INV_7,2020-01-11 09:34:00,2020-01-11 11:15:00,101,Fraud
2788,INV_14,2020-01-11 09:21:00,2020-01-11 11:59:00,158,False Positive
2789,INV_23,2020-01-11 09:58:00,2020-01-11 12:38:00,160,Fraud
2790,INV_17,2020-01-11 08:12:00,2020-01-11 10:31:00,139,Fraud
2791,INV_13,2020-01-11 09:42:00,2020-01-11 10:54:00,72,Fraud
2792,INV_23,2020-01-11 10:36:00,2020-01-11 11:01:00,25,Fraud
2793,INV_24,2020-01-11 10:55:00,2020-01-11 11:30:00,35,False Positive
2794,INV_6,2020-01-11 09:11:00,2020-01-11 11:22:00,131,False Positive
2795,INV_7,2020-01-11 09:31:00,2020-01-11 10:52:00,81,Fraud
2796,INV_10,2020-01-11 10:22:00,2020-01-11 11:21:00,59,Fraud
2797,INV_6,2020-01-11 10:31:00,2020-01-11 12:04:00,93,Fraud
2798,INV_3,2020-01-11 10:09:00,2020-01-11 12:08:00,119,Fraud
2799,INV_9,2020-01-11 09:33:00,2020-01-11 11:18:00,105,False Positive
2800,INV_10,2020-01-11 10:02:00,2020-01-11 11:28:00,86,False Positive
2801,INV_7,2020-01-11 09:31:00,2020-01-11 11:38:00,127,Fraud
2802,INV_20,2020-01-11 09:27:00,2020-01-11 11:18:00,111,Fraud
2803,INV_11,2020-01-11 09:05:00,2020-01-11 11:11:00,126,Fraud
2804,INV_14,2020-01-11 10:42:00,2020-01-11 12:59:00,137,False Positive
2805,INV_23,2020-01-11 10:14:00,2020-01-11 11:00:00,46,Fraud
2806,INV_13,2020-01-11 10:39:00,2020-01-11 11:28:00,49,Fraud
2807,INV_3,2020-01-11 09:12:00,2020-01-11 10:30:00,78,False Positive
2808,INV_11,2020-01-11 10:47:00,2020-01-11 11:35:00,48,Fraud
2809,INV_20,2020-01-11 09:14:00,2020-01-11 11:05:00,111,Fraud
2810,INV_15,2020-01-11 10:30:00,2020-01-11 11:17:00,47,Fraud
2811,INV_12,2020-01-11 09:33:00,2020-01-11 11:57:00,144,False Positive
2812,INV_19,2020-01-11 09:44:00,2020-01-11 10:43:00,59,Fraud
2813,INV_13,2020-01-11 09:13:00,2020-01-11 11:42:00,149,False Positive
2814,INV_10,2020-01-11 09:09:00,2020-01-11 09:19:00,10,Fraud
2815,INV_8,2020-01-11 10:19:00,2020-01-11 11:25:00,66,False Positive
2816,INV_21,2020-01-11 10:56:00,2020-01-11 13:48:00,172,Fraud
2817,INV_8,2020-01-11 10:16:00,2020-01-11 10:46:00,30,False Positive
2818,INV_24,2020-01-11 09:37:00,2020-01-11 11:22:00,105,Fraud
2819,INV_16,2020-01-11 09:21:00,2020-01-11 09:56:00,35,Fraud
2820,INV_4,2020-01-11 10:54:00,2020-01-11 13:52:00,178,Fraud
2821,INV_4,2020-01-11 10:31:00,2020-01-11 10:58:00,27,Fraud
2822,INV_19,2020-01-11 11:16:00,2020-01-11 13:29:00,133,Fraud
2823,INV_24,2020-01-11 10:59:00,2020-01-11 13:25:00,146,False Positive
2824,INV_10,2020-01-11 11:19:00,2020-01-11 12:25:00,66,Fraud
2825,INV_14,2020-01-11 11:36:00,2020-01-11 13:42:00,126,Fraud
2826,INV_6,2020-01-11 10:33:00,2020-01-11 12:28:00,115,Fraud
2827,INV_23,2020-01-11 11:09:00,2020-01-11 14:07:00,178,False Positive
2828,INV_19,2020-01-11 11:30:00,2020-01-11 13:22:00,112,False Positive
2829,INV_4,2020-01-11 11:02:00,2020-01-11 13:34:00,152,False Positive
2830,INV_9,2020-01-11 10:37:00,2020-01-11 11:07:00,30,Fraud
2831,INV_23,2020-01-11 11:22:00,2020-01-11 13:58:00,156,False Positive
2832,INV_5,2020-01-11 10:05:00,2020-01-11 12:58:00,173,False Positive
2833,INV_12,2020-01-11 10:41:00,2020-01-11 11:53:00,72,Fraud
2834,INV_17,2020-01-11 11:19:00,2020-01-11 14:03:00,164,Fraud
2835,INV_9,2020-01-11 10:55:00,2020-01-11 13:08:00,133,Fraud
2836,INV_20,2020-01-11 10:39:00,2020-01-11 13:16:00,157,False Positive
2837,INV_1,2020-01-11 11:42:00,2020-01-11 14:08:00,146,Fraud
2838,INV_4,2020-01-11 11:27:00,2020-01-11 11:42:00,15,Fraud
2839,INV_5,2020-01-11 11:09:00,2020-01-11 13:17:00,128,Fraud
2840,INV_10,2020-01-11 10:47:00,2020-01-11 12:42:00,115,Fraud
2841,INV_6,2020-01-11 10:44:00,2020-01-11 11:47:00,63,False Positive
2842,INV_17,2020-01-11 11:17:00,2020-01-11 11:46:00,29,Fraud
2843,INV_18,2020-01-11 12:56:00,2020-01-11 15:01:00,125,Fraud
2844,INV_9,2020-01-11 11:05:00,2020-01-11 12:23:00,78,Fraud
2845,INV_6,2020-01-11 11:45:00,2020-01-11 13:25:00,100,False Positive
2846,INV_6,2020-01-11 12:32:00,2020-01-11 13:31:00,59,Fraud
2847,INV_19,2020-01-11 12:10:00,2020-01-11 13:36:00,86,Fraud
2848,INV_14,2020-01-11 12:24:00,2020-01-11 14:11:00,107,Fraud
2849,INV_8,2020-01-11 11:49:00,2020-01-11 12:06:00,17,Fraud
2850,INV_5,2020-01-11 11:18:00,2020-01-11 11:36:00,18,Fraud
2851,INV_25,2020-01-11 11:35:00,2020-01-11 13:11:00,96,False Positive
2852,INV_2,2020-01-11 12:35:00,2020-01-11 12:50:00,15,Fraud
2853,INV_4,2020-01-11 12:20:00,2020-01-11 14:55:00,155,False Positive
2854,INV_21,2020-01-11 13:21:00,2020-01-11 13:38:00,17,False Positive
2855,INV_1,2020-01-11 14:20:00,2020-01-11 15:53:00,93,Fraud
2856,INV_15,2020-01-11 13:35:00,2020-01-11 16:31:00,176,False Positive
2857,INV_8,2020-01-11 13:20:00,2020-01-11 13:41:00,21,Fraud
2858,INV_4,2020-01-11 14:22:00,2020-01-11 16:48:00,146,Fraud
2859,INV_18,2020-01-11 13:17:00,2020-01-11 16:08:00,171,Fraud
2860,INV_23,2020-01-11 13:10:00,2020-01-11 15:02:00,112,False Positive
2861,INV_14,2020-01-11 13:39:00,2020-01-11 14:20:00,41,Fraud
2862,INV_16,2020-01-11 14:10:00,2020-01-11 16:32:00,142,Fraud
2863,INV_10,2020-01-11 14:57:00,2020-01-11 17:05:00,128,Fraud
2864,INV_17,2020-01-11 15:29:00,2020-01-11 18:00:00,151,False Positive
2865,INV_24,2020-01-11 15:43:00,2020-01-11 16:26:00,43,False Positive
2866,INV_15,2020-01-11 15:04:00,2020-01-11 15:24:00,20,False Positive
2867,INV_19,2020-01-11 15:50:00,2020-01-11 16:49:00,59,False Positive
2868,INV_23,2020-01-11 14:07:00,2020-01-11 14:45:00,38,Fraud
2869,INV_8,2020-01-11 15:40:00,2020-01-11 17:12:00,92,Fraud
2870,INV_19,2020-01-11 15:22:00,2020-01-11 16:56:00,94,False Positive
2871,INV_10,2020-01-11 15:19:00,2020-01-11 18:00:00,161,Fraud
2872,INV_18,2020-01-11 15:16:00,2020-01-11 15:33:00,17,False Positive
2873,INV_21,2020-01-11 15:10:00,2020-01-11 18:00:00,170,Fraud
2874,INV_20,2020-01-11 16:29:00,2020-01-11 16:51:00,22,False Positive
2875,INV_20,2020-01-11 15:08:00,2020-01-11 17:31:00,143,Fraud
2876,INV_16,2020-01-11 16:12:00,2020-01-11 18:12:00,120,Fraud
2877,INV_1,2020-01-11 15:24:00,2020-01-11 16:50:00,86,False Positive
2878,INV_2,2020-01-11 16:09:00,2020-01-11 18:53:00,164,False Positive
2879,INV_1,2020-01-11 15:14:00,2020-01-11 17:59:00,165,False Positive
2880,INV_5,2020-01-11 16:47:00,2020-01-11 18:43:00,116,Fraud
2881,INV_21,2020-01-11 16:45:00,2020-01-11 18:59:00,134,False Positive
2882,INV_2,2020-01-11 16:49:00,2020-01-11 18:33:00,104,Fraud
2883,INV_9,2020-01-11 17:37:00,2020-01-11 19:11:00,94,Fraud
2884,INV_18,2020-01-11 16:12:00,2020-01-11 18:53:00,161,Fraud
2885,INV_19,2020-01-11 17:11:00,2020-01-11 18:56:00,105,Fraud
2886,INV_20,2020-01-11 17:35:00,2020-01-11 17:57:00,22,Fraud
2887,INV_16,2020-01-11 17:54:00,2020-01-11 18:29:00,35,Fraud
2888,INV_13,2020-01-11 17:01:00,2020-01-11 19:28:00,147,Fraud
2889,INV_18,2020-01-11 17:36:00,2020-01-11 18:24:00,48,Fraud
2890,INV_24,2020-01-11 17:38:00,2020-01-11 18:41:00,63,False Positive
2891,INV_21,2020-01-11 17:22:00,2020-01-11 17:37:00,15,Fraud
2892,INV_14,2020-01-11 18:13:00,2020-01-11 20:08:00,115,False Positive
2893,INV_2,2020-01-11 18:47:00,2020-01-11 21:39:00,172,False Positive
2894,INV_19,2020-01-11 17:37:00,2020-01-11 18:30:00,53,Fraud
2895,INV_18,2020-01-11 18:53:00,2020-01-11 21:00:00,127,Fraud
2896,INV_17,2020-01-11 18:17:00,2020-01-11 21:09:00,172,False Positive
2897,INV_10,2020-01-11 19:19:00,2020-01-11 22:10:00,171,False Positive
2898,INV_23,2020-01-11 18:55:00,2020-01-11 20:32:00,97,Fraud
2899,INV_22,2020-01-11 19:01:00,2020-01-11 19:34:00,33,Fraud
2900,INV_23,2020-01-11 19:48:00,2020-01-11 20:56:00,68,Fraud
2901,INV_8,2020-01-11 18:07:00,2020-01-11 19:20:00,73,False Positive
2902,INV_6,2020-01-11 18:21:00,2020-01-11 21:13:00,172,Fraud
2903,INV_2,2020-01-11 19:25:00,2020-01-11 22:14:00,169,Fraud
2904,INV_1,2020-01-11 20:13:00,2020-01-11 20:53:00,40,False Positive
2905,INV_22,2020-01-11 19:51:00,2020-01-11 21:10:00,79,Fraud
2906,INV_15,2020-01-11 20:07:00,2020-01-11 20:19:00,12,False Positive
2907,INV_20,2020-01-11 19:14:00,2020-01-11 21:06:00,112,Fraud
2908,INV_20,2020-01-11 19:20:00,2020-01-11 20:28:00,68,Fraud
2909,INV_15,2020-01-11 20:16:00,2020-01-11 21:52:00,96,False Positive
2910,INV_19,2020-01-11 19:07:00,2020-01-11 19:52:00,45,Fraud
2911,INV_18,2020-01-11 20:22:00,2020-01-11 21:24:00,62,False Positive
2912,INV_21,2020-01-11 20:38:00,2020-01-11 21:20:00,42,Fraud
2913,INV_4,2020-01-11 19:54:00,2020-01-11 21:25:00,91,Fraud
2914,INV_14,2020-01-11 20:34:00,2020-01-11 20:54:00,20,False Positive
2915,INV_19,2020-01-11 20:33:00,2020-01-11 23:12:00,159,False Positive
2916,INV_6,2020-01-11 20:30:00,2020-01-11 22:43:00,133,False Positive
2917,INV_21,2020-01-11 21:49:00,2020-01-11 23:02:00,73,Fraud
2918,INV_21,2020-01-11 20:24:00,2020-01-11 22:37:00,133,Fraud
2919,INV_11,2020-01-11 21:11:00,2020-01-11 23:43:00,152,False Positive
2920,INV_22,2020-01-11 20:57:00,2020-01-11 23:20:00,143,Fraud
2921,INV_7,2020-01-11 20:26:00,2020-01-11 23:02:00,156,Fraud
2922,INV_24,2020-01-11 20:18:00,2020-01-11 20:42:00,24,Fraud
2923,INV_15,2020-01-11 21:13:00,2020-01-11 23:31:00,138,Fraud
2924,INV_25,2020-01-11 21:19:00,2020-01-11 23:28:00,129,Fraud
2925,INV_9,2020-01-11 20:24:00,2020-01-11 22:33:00,129,Fraud
2926,INV_13,2020-01-11 22:22:00,2020-01-12 00:37:00,135,False Positive
2927,INV_18,2020-01-11 22:28:00,2020-01-11 23:10:00,42,Fraud
2928,INV_5,2020-01-11 21:16:00,2020-01-11 22:54:00,98,Fraud
2929,INV_4,2020-01-11 22:12:00,2020-01-12 00:58:00,166,False Positive
2930,INV_2,2020-01-11 22:33:00,2020-01-11 23:39:00,66,False Positive
2931,INV_2,2020-01-11 21:53:00,2020-01-11 23:20:00,87,Fraud
2932,INV_3,2020-01-11 21:41:00,2020-01-12 00:13:00,152,False Positive
2933,INV_17,2020-01-11 21:58:00,2020-01-12 00:07:00,129,Fraud
2934,INV_2,2020-01-11 22:31:00,2020-01-12 00:21:00,110,Fraud
2935,INV_21,2020-01-11 21:17:00,2020-01-11 21:46:00,29,False Positive
2936,INV_17,2020-01-11 22:35:00,2020-01-11 23:24:00,49,False Positive
2937,INV_25,2020-01-11 21:41:00,2020-01-12 00:00:00,139,False Positive
2938,INV_13,2020-01-11 22:52:00,2020-01-11 23:54:00,62,False Positive
2939,INV_7,2020-01-11 21:42:00,2020-01-11 21:54:00,12,Fraud
2940,INV_5,2020-01-11 22:04:00,2020-01-11 22:39:00,35,Fraud
2941,INV_14,2020-01-11 22:41:00,2020-01-11 23:42:00,61,Fraud
2942,INV_22,2020-01-11 21:23:00,2020-01-11 23:23:00,120,Fraud
2943,INV_14,2020-01-11 22:11:00,2020-01-11 23:11:00,60,Fraud
2944,INV_24,2020-01-11 22:11:00,2020-01-11 22:22:00,11,Fraud
2945,INV_16,2020-01-11 21:17:00,2020-01-11 21:37:00,20,Fraud
2946,INV_20,2020-01-11 22:43:00,2020-01-11 23:39:00,56,False Positive
2947,INV_20,2020-01-11 23:26:00,2020-01-12 00:34:00,68,Fraud
2948,INV_9,2020-01-11 23:20:00,2020-01-12 00:05:00,45,Fraud
2949,INV_15,2020-01-11 23:13:00,2020-01-12 00:47:00,94,Fraud
2950,INV_19,2020-01-11 23:25:00,2020-01-12 01:42:00,137,Fraud
2951,INV_16,2020-01-11 22:41:00,2020-01-11 23:34:00,53,Fraud
2952,INV_7,2020-01-11 23:08:00,2020-01-12 00:33:00,85,Fraud
2953,INV_9,2020-01-11 23:13:00,2020-01-11 23:55:00,42,Fraud
2954,INV_17,2020-01-11 22:41:00,2020-01-12 00:14:00,93,Fraud
2955,INV_9,2020-01-11 22:31:00,2020-01-11 23:00:00,29,Fraud
2956,INV_5,2020-01-11 22:47:00,2020-01-11 23:42:00,55,Fraud
2957,INV_15,2020-01-11 23:20:00,2020-01-12 02:01:00,161,Fraud
2958,INV_3,2020-01-11 23:11:00,2020-01-12 01:38:00,147,False Positive
2959,INV_5,2020-01-11 23:51:00,2020-01-12 02:41:00,170,Fraud
2960,INV_3,2020-01-11 22:26:00,2020-01-11 23:25:00,59,Fraud
2961,INV_21,2020-01-11 23:47:00,2020-01-12 00:09:00,22,False Positive
2962,INV_7,2020-01-11 23:12:00,2020-01-12 00:03:00,51,Fraud
2963,INV_5,2020-01-11 23:38:00,2020-01-12 00:39:00,61,Fraud
2964,INV_20,2020-01-11 23:29:00,2020-01-12 02:20:00,171,Fraud
2965,INV_4,2020-01-11 23:07:00,2020-01-11 23:44:00,37,False Positive
2966,INV_22,2020-01-11 22:59:00,2020-01-12 00:35:00,96,False Positive
2967,INV_15,2020-01-11 22:06:00,2020-01-12 00:30:00,144,Fraud
2968,INV_6,2020-01-11 23:59:00,2020-01-12 01:28:00,89,Fraud
2969,INV_13,2020-01-11 23:49:00,2020-01-12 01:04:00,75,False Positive
2970,INV_3,2020-01-12 00:06:00,2020-01-12 02:22:00,136,Fraud
2971,INV_23,2020-01-11 23:22:00,2020-01-12 01:38:00,136,False Positive
2972,INV_3,2020-01-12 00:59:00,2020-01-12 01:21:00,22,Fraud
2973,INV_22,2020-01-11 23:23:00,2020-01-12 01:33:00,130,False Positive
2974,INV_2,2020-01-12 00:17:00,2020-01-12 03:01:00,164,Fraud
2975,INV_8,2020-01-12 01:36:00,2020-01-12 04:23:00,167,False Positive
2976,INV_6,2020-01-12 01:42:00,2020-01-12 02:11:00,29,Fraud
2977,INV_13,2020-01-12 00:07:00,2020-01-12 01:00:00,53,False Positive
2978,INV_6,2020-01-12 00:10:00,2020-01-12 01:34:00,84,False Positive
2979,INV_9,2020-01-12 01:53:00,2020-01-12 02:59:00,66,Fraud
2980,INV_15,2020-01-12 00:11:00,2020-01-12 02:00:00,109,False Positive
2981,INV_11,2020-01-12 01:53:00,2020-01-12 04:43:00,170,Fraud
2982,INV_13,2020-01-12 00:58:00,2020-01-12 01:33:00,35,False Positive
2983,INV_16,2020-01-12 01:30:00,2020-01-12 01:54:00,24,Fraud
2984,INV_23,2020-01-12 02:36:00,2020-01-12 03:11:00,35,False Positive
2985,INV_18,2020-01-12 01:17:00,2020-01-12 02:14:00,57,Fraud
2986,INV_7,2020-01-12 02:05:00,2020-01-12 02:58:00,53,Fraud
2987,INV_4,2020-01-12 02:50:00,2020-01-12 03:27:00,37,False Positive
2988,INV_16,2020-01-12 01:52:00,2020-01-12 02:45:00,53,False Positive
2989,INV_15,2020-01-12 01:25:00,2020-01-12 03:46:00,141,Fraud
2990,INV_10,2020-01-12 01:39:00,2020-01-12 02:48:00,69,False Positive
2991,INV_7,2020-01-12 02:56:00,2020-01-12 04:27:00,91,Fraud
2992,INV_19,2020-01-12 02:08:00,2020-01-12 04:46:00,158,Fraud
2993,INV_23,2020-01-12 02:09:00,2020-01-12 04:10:00,121,False Positive
2994,INV_3,2020-01-12 02:06:00,2020-01-12 02:53:00,47,False Positive
2995,INV_4,2020-01-12 02:08:00,2020-01-12 02:34:00,26,False Positive
2996,INV_15,2020-01-12 02:47:00,2020-01-12 03:44:00,57,Fraud
2997,INV_19,2020-01-12 02:56:00,2020-01-12 04:53:00,117,Fraud
2998,INV_8,2020-01-12 03:39:00,2020-01-12 05:59:00,140,Fraud
2999,INV_17,2020-01-12 02:48:00,2020-01-12 05:46:00,178,False Positive
3000,INV_17,2020-01-12 02:47:00,2020-01-12 04:34:00,107,Fraud
3001,INV_3,2020-01-12 03:05:00,2020-01-12 04:17:00,72,Fraud
3002,INV_19,2020-01-12 02:59:00,2020-01-12 05:21:00,142,Fraud
3003,INV_13,2020-01-12 03:43:00,2020-01-12 04:52:00,69,Fraud
3004,INV_8,2020-01-12 03:07:00,2020-01-12 04:51:00,104,Fraud
3005,INV_21,2020-01-12 03:12:00,2020-01-12 04:48:00,96,Fraud
3006,INV_12,2020-01-12 04:27:00,2020-01-12 06:50:00,143,Fraud
3007,INV_20,2020-01-12 03:12:00,2020-01-12 04:26:00,74,Fraud
3008,INV_6,2020-01-12 04:33:00,2020-01-12 05:25:00,52,Fraud
3009,INV_11,2020-01-12 04:58:00,2020-01-12 05:27:00,29,Fraud
3010,INV_22,2020-01-12 04:52:00,2020-01-12 07:09:00,137,Fraud
3011,INV_4,2020-01-12 03:05:00,2020-01-12 05:02:00,117,Fraud
3012,INV_23,2020-01-12 04:06:00,2020-01-12 04:41:00,35,Fraud
3013,INV_2,2020-01-12 04:58:00,2020-01-12 05:08:00,10,Fraud
3014,INV_13,2020-01-12 04:34:00,2020-01-12 07:16:00,162,Fraud
3015,INV_16,2020-01-12 05:53:00,2020-01-12 06:10:00,17,Fraud
3016,INV_14,2020-01-12 05:13:00,2020-01-12 07:59:00,166,Fraud
3017,INV_1,2020-01-12 04:21:00,2020-01-12 06:45:00,144,Fraud
3018,INV_11,2020-01-12 05:04:00,2020-01-12 06:16:00,72,False Positive
3019,INV_3,2020-01-12 04:36:00,2020-01-12 05:12:00,36,Fraud
3020,INV_12,2020-01-12 05:17:00,2020-01-12 08:15:00,178,False Positive
3021,INV_10,2020-01-12 06:56:00,2020-01-12 08:10:00,74,Fraud
3022,INV_14,2020-01-12 05:38:00,2020-01-12 07:23:00,105,False Positive
3023,INV_22,2020-01-12 06:44:00,2020-01-12 09:01:00,137,Fraud
3024,INV_24,2020-01-12 05:17:00,2020-01-12 06:18:00,61,False Positive
3025,INV_24,2020-01-12 05:27:00,2020-01-12 07:11:00,104,False Positive
3026,INV_9,2020-01-12 05:56:00,2020-01-12 07:42:00,106,Fraud
3027,INV_10,2020-01-12 06:29:00,2020-01-12 07:41:00,72,False Positive
3028,INV_20,2020-01-12 05:08:00,2020-01-12 07:15:00,127,Fraud
3029,INV_2,2020-01-12 05:19:00,2020-01-12 07:43:00,144,False Positive
3030,INV_19,2020-01-12 05:46:00,2020-01-12 06:18:00,32,Fraud
3031,INV_8,2020-01-12 05:52:00,2020-01-12 08:45:00,173,False Positive
3032,INV_24,2020-01-12 06:33:00,2020-01-12 08:40:00,127,Fraud
3033,INV_22,2020-01-12 06:13:00,2020-01-12 07:37:00,84,False Positive
3034,INV_10,2020-01-12 07:26:00,2020-01-12 08:13:00,47,False Positive
3035,INV_10,2020-01-12 06:39:00,2020-01-12 07:05:00,26,Fraud
3036,INV_24,2020-01-12 06:37:00,2020-01-12 08:17:00,100,Fraud
3037,INV_18,2020-01-12 06:51:00,2020-01-12 09:24:00,153,False Positive
3038,INV_5,2020-01-12 07:23:00,2020-01-12 08:44:00,81,Fraud
3039,INV_14,2020-01-12 07:19:00,2020-01-12 10:01:00,162,Fraud
3040,INV_5,2020-01-12 07:17:00,2020-01-12 09:48:00,151,False Positive
3041,INV_5,2020-01-12 07:14:00,2020-01-12 07:25:00,11,Fraud
3042,INV_3,2020-01-12 06:21:00,2020-01-12 06:34:00,13,False Positive
3043,INV_5,2020-01-12 06:31:00,2020-01-12 07:03:00,32,False Positive
3044,INV_1,2020-01-12 06:23:00,2020-01-12 06:34:00,11,Fraud
3045,INV_10,2020-01-12 06:39:00,2020-01-12 07:29:00,50,Fraud
3046,INV_4,2020-01-12 06:47:00,2020-01-12 09:12:00,145,Fraud
3047,INV_24,2020-01-12 07:55:00,2020-01-12 09:16:00,81,Fraud
3048,INV_2,2020-01-12 07:57:00,2020-01-12 09:36:00,99,Fraud
3049,INV_1,2020-01-12 06:16:00,2020-01-12 09:00:00,164,Fraud
3050,INV_10,2020-01-12 08:22:00,2020-01-12 08:46:00,24,Fraud
3051,INV_18,2020-01-12 07:35:00,2020-01-12 08:04:00,29,Fraud
3052,INV_20,2020-01-12 08:42:00,2020-01-12 11:39:00,177,Fraud
3053,INV_5,2020-01-12 07:33:00,2020-01-12 08:33:00,60,Fraud
3054,INV_7,2020-01-12 07:49:00,2020-01-12 09:02:00,73,Fraud
3055,INV_18,2020-01-12 08:23:00,2020-01-12 09:53:00,90,Fraud
3056,INV_15,2020-01-12 08:43:00,2020-01-12 11:36:00,173,Fraud
3057,INV_24,2020-01-12 08:18:00,2020-01-12 10:09:00,111,Fraud
3058,INV_11,2020-01-12 08:52:00,2020-01-12 09:15:00,23,Fraud
3059,INV_21,2020-01-12 07:28:00,2020-01-12 08:41:00,73,Fraud
3060,INV_10,2020-01-12 08:13:00,2020-01-12 10:12:00,119,Fraud
3061,INV_16,2020-01-12 08:17:00,2020-01-12 09:56:00,99,False Positive
3062,INV_11,2020-01-12 09:40:00,2020-01-12 09:52:00,12,Fraud
3063,INV_25,2020-01-12 09:45:00,2020-01-12 11:28:00,103,Fraud
3064,INV_17,2020-01-12 09:00:00,2020-01-12 11:12:00,132,Fraud
3065,INV_21,2020-01-12 09:20:00,2020-01-12 11:21:00,121,Fraud
3066,INV_16,2020-01-12 09:23:00,2020-01-12 12:10:00,167,Fraud
3067,INV_16,2020-01-12 08:32:00,2020-01-12 08:51:00,19,Fraud
3068,INV_13,2020-01-12 09:32:00,2020-01-12 11:44:00,132,False Positive
3069,INV_15,2020-01-12 08:31:00,2020-01-12 09:19:00,48,Fraud
3070,INV_21,2020-01-12 09:13:00,2020-01-12 10:25:00,72,Fraud
3071,INV_15,2020-01-12 08:05:00,2020-01-12 08:32:00,27,Fraud
3072,INV_20,2020-01-12 08:16:00,2020-01-12 08:35:00,19,Fraud
3073,INV_10,2020-01-12 08:19:00,2020-01-12 08:51:00,32,Fraud
3074,INV_3,2020-01-12 10:05:00,2020-01-12 12:06:00,121,False Positive
3075,INV_19,2020-01-12 09:18:00,2020-01-12 12:00:00,162,False Positive
