Alert_ID,Transaction_ID,Customer_ID,Alert_Date,Risk_Score,Risk_Tier,Investigation_Status
337,3921459,C1417805000,2020-01-12 20:00:00,0.45488565841174144,Medium,Pending
338,3921621,C298757438,2020-01-12 20:00:00,0.6599937562748202,Medium,Pending
339,3924715,C165670978,2020-01-12 21:00:00,0.4810053889163921,Medium,Pending
340,3925416,C755133500,2020-01-12 21:00:00,0.4684580692500741,Medium,Pending
341,3927705,C925134290,2020-01-12 21:00:00,0.5718282147295272,Medium,Pending
342,3927706,C320426830,2020-01-12 21:00:00,0.4323885519474122,Medium,Pending
343,3928924,C489883234,2020-01-12 21:00:00,0.5633933322891319,Medium,Pending
344,3928991,C253519451,2020-01-12 21:00:00,0.4524150440834185,Medium,Pending
345,3929514,C1075674067,2020-01-12 21:00:00,0.5954465994533924,Medium,Pending
346,3930062,C248755549,2020-01-12 21:00:00,0.40954032571892607,Medium,Pending
347,3930075,C1096580993,2020-01-12 21:00:00,0.4411819280952855,Medium,Pending
348,3930302,C2145280837,2020-01-12 21:00:00,0.5254544877191136,Medium,Pending
349,3930396,C661511930,2020-01-12 21:00:00,0.6537243936808832,Medium,Pending
350,3930397,C1107446041,2020-01-12 21:00:00,0.42319092372374023,Medium,Pending
351,3930577,C1260344462,2020-01-12 21:00:00,0.6775885036473088,Medium,Pending
352,3930578,C196454625,2020-01-12 21:00:00,0.45055506175815774,Medium,Pending
353,3930751,C935986831,2020-01-12 21:00:00,0.44874336708558415,Medium,Pending
354,3931059,C715445293,2020-01-12 21:00:00,0.46464539004387134,Medium,Pending
355,3931060,C1646345024,2020-01-12 21:00:00,0.4724066699855916,Medium,Pending
356,3932474,C1943142760,2020-01-12 21:00:00,0.626685417894377,Medium,Pending
357,3932475,C318991639,2020-01-12 21:00:00,0.41321987012911776,Medium,Pending
358,3933462,C1494577774,2020-01-12 21:00:00,0.46361250702833434,Medium,Pending
359,3933463,C1475366356,2020-01-12 21:00:00,0.4244608706423905,Medium,Pending
360,3933738,C1642965683,2020-01-12 21:00:00,0.41054801470575675,Medium,Pending
361,3933739,C1175785549,2020-01-12 21:00:00,0.5211477443910362,Medium,Pending
362,3933770,C1508556112,2020-01-12 21:00:00,0.49912064261248523,Medium,Pending
363,3934250,C68968235,2020-01-12 21:00:00,0.7591829181430815,High,Pending
364,3935388,C1774402263,2020-01-12 21:00:00,0.6705202835134482,Medium,Pending
365,3935389,C672411458,2020-01-12 21:00:00,0.4394408374307507,Medium,Pending
366,3935648,C1125352866,2020-01-12 21:00:00,0.5358701313976453,Medium,Pending
367,3935686,C719740019,2020-01-12 21:00:00,0.5208085021093133,Medium,Pending
368,3936021,C1683710408,2020-01-12 21:00:00,0.42646345052650675,Medium,Pending
369,3936563,C1274394094,2020-01-12 22:00:00,0.40585648100284116,Medium,Pending
370,3936767,C412043613,2020-01-12 22:00:00,0.47778913992123695,Medium,Pending
371,3937153,C811810230,2020-01-12 22:00:00,0.8111176249574368,High,Pending
372,3937154,C1103439794,2020-01-12 22:00:00,0.45295398223651484,Medium,Pending
373,3937298,C1635648823,2020-01-12 22:00:00,0.5537451922016756,Medium,Pending
374,3937563,C1496691337,2020-01-12 22:00:00,0.41953538074791374,Medium,Pending
375,3937564,C1177923418,2020-01-12 22:00:00,0.578796744047273,Medium,Pending
376,3937840,C1980920085,2020-01-12 22:00:00,0.5917643178309572,Medium,Pending
377,3938197,C192371038,2020-01-12 22:00:00,0.5305078786241504,Medium,Pending
378,3940528,C1683113401,2020-01-12 22:00:00,0.4223709022153397,Medium,Pending
379,3940645,C1662464358,2020-01-12 22:00:00,0.5037235457327852,Medium,Pending
380,3941240,C1531243345,2020-01-12 22:00:00,0.6146185248254132,Medium,Pending
381,3941901,C2094706712,2020-01-12 22:00:00,0.6899363418063537,Medium,Pending
382,3941902,C1191310740,2020-01-12 22:00:00,0.5250798962596397,Medium,Pending
383,3941936,C263057187,2020-01-12 22:00:00,0.41622555474313805,Medium,Pending
384,3944909,C888485554,2020-01-12 22:00:00,0.4263504579295734,Medium,Pending
385,3946486,C391379708,2020-01-12 22:00:00,0.5785633973282103,Medium,Pending
386,3946736,C21973006,2020-01-12 22:00:00,0.48675465634782134,Medium,Pending
387,3946830,C1667108697,2020-01-12 22:00:00,0.5180190251571295,Medium,Pending
388,3946899,C639925408,2020-01-12 22:00:00,0.4221694764385493,Medium,Pending
389,3946921,C1425667947,2020-01-12 22:00:00,0.8291842556357418,High,Pending
390,3947119,C1848238880,2020-01-12 22:00:00,0.47734172842413786,Medium,Pending
391,3947120,C602332398,2020-01-12 22:00:00,0.41048384608822275,Medium,Pending
392,3948192,C1594446101,2020-01-12 23:00:00,0.42851612694497454,Medium,Pending
393,3948509,C1680772125,2020-01-12 23:00:00,0.7174426222450498,High,Pending
394,3948510,C560508233,2020-01-12 23:00:00,0.4664437409865937,Medium,Pending
395,3949507,C485827693,2020-01-12 23:00:00,0.4492978063906248,Medium,Pending
396,3950054,C694045771,2020-01-12 23:00:00,0.4112417221491337,Medium,Pending
397,3951027,C70980571,2020-01-12 23:00:00,0.4395962327762702,Medium,Pending
398,3951373,C214674995,2020-01-12 23:00:00,0.4006827267378015,Medium,Pending
399,3951374,C711039936,2020-01-12 23:00:00,0.5295415934840298,Medium,Pending
400,3951788,C964007698,2020-01-12 23:00:00,0.5624665305023709,Medium,Pending
401,3952421,C1316421293,2020-01-12 23:00:00,0.5947726467484427,Medium,Pending
402,3953203,C1357223417,2020-01-12 23:00:00,0.4577298900581924,Medium,Pending
403,3953204,C597104192,2020-01-12 23:00:00,0.42438765004450735,Medium,Pending
404,3953741,C1767645960,2020-01-12 23:00:00,0.4031942830948735,Medium,Pending
405,3953889,C893113779,2020-01-12 23:00:00,0.6891402356383651,Medium,Pending
406,3954749,C407051356,2020-01-13 00:00:00,0.4900777201497827,Medium,Pending
407,3955288,C1452457861,2020-01-13 00:00:00,0.5811338308185152,Medium,Pending
408,3955555,C1723890270,2020-01-13 00:00:00,0.4805392367267969,Medium,Pending
409,3956687,C935820474,2020-01-13 00:00:00,0.4304261071410677,Medium,Pending
410,3956779,C2032511839,2020-01-13 00:00:00,0.47331459417759814,Medium,Pending
411,3956916,C1975254090,2020-01-13 00:00:00,0.5328623227541736,Medium,Pending
412,3956917,C91558746,2020-01-13 00:00:00,0.4381424150695297,Medium,Pending
413,3957016,C1698695771,2020-01-13 00:00:00,0.4042031296932779,Medium,Pending
414,3957079,C1453605570,2020-01-13 00:00:00,0.56326996094118,Medium,Pending
415,3957928,C2144190304,2020-01-13 00:00:00,0.46005094555984083,Medium,Pending
416,3958046,C662971535,2020-01-13 00:00:00,0.40948198710829337,Medium,Pending
417,3958074,C1381303384,2020-01-13 00:00:00,0.44393989178316084,Medium,Pending
418,3958770,C1074861133,2020-01-13 01:00:00,0.4766601505359925,Medium,Pending
419,3959157,C1783075050,2020-01-13 01:00:00,0.4586249140897224,Medium,Pending
420,3960278,C765197285,2020-01-13 03:00:00,0.5166920336873569,Medium,Pending
421,3960963,C435736627,2020-01-13 09:00:00,0.4069535155988501,Medium,Pending
422,3962259,C129944225,2020-01-13 09:00:00,0.5383607163429013,Medium,Pending
423,3962260,C132461955,2020-01-13 09:00:00,0.40920176416248105,Medium,Pending
424,3963206,C1560421779,2020-01-13 09:00:00,0.46350691464965776,Medium,Pending
425,3963207,C267892591,2020-01-13 09:00:00,0.5114773998627955,Medium,Pending
426,3963399,C1312906425,2020-01-13 09:00:00,0.5858690195319352,Medium,Pending
427,3963648,C515885166,2020-01-13 09:00:00,0.47791470178104245,Medium,Pending
428,3963724,C208859877,2020-01-13 09:00:00,0.5448762718278211,Medium,Pending
429,3963725,C1127008481,2020-01-13 09:00:00,0.4150455521538854,Medium,Pending
430,3964692,C1323232560,2020-01-13 09:00:00,0.4262321755141851,Medium,Pending
431,3965212,C1568995278,2020-01-13 09:00:00,0.5502583761102554,Medium,Pending
432,3965213,C1710368360,2020-01-13 09:00:00,0.45010142007250076,Medium,Pending
433,3965380,C1346063355,2020-01-13 09:00:00,0.4385253830087741,Medium,Pending
434,3966069,C891250969,2020-01-13 09:00:00,0.5190808140092839,Medium,Pending
435,3966070,C1023668072,2020-01-13 09:00:00,0.5338559968266299,Medium,Pending
436,3966173,C1979779411,2020-01-13 09:00:00,0.5777488333586752,Medium,Pending
437,3966174,C436406406,2020-01-13 09:00:00,0.49679765775821405,Medium,Pending
438,3966362,C624944133,2020-01-13 09:00:00,0.5021998682725951,Medium,Pending
439,3966417,C951935604,2020-01-13 09:00:00,0.44594801105976056,Medium,Pending
440,3966472,C80571844,2020-01-13 09:00:00,0.4198056057399735,Medium,Pending
441,3967545,C1622870367,2020-01-13 09:00:00,0.6567020329434983,Medium,Pending
442,3967969,C2120801782,2020-01-13 09:00:00,0.7059548167180862,High,Pending
443,3968080,C1542494659,2020-01-13 09:00:00,0.4758060750451554,Medium,Pending
444,3969237,C1085720598,2020-01-13 09:00:00,0.4147122907895731,Medium,Pending
445,3969238,C891246737,2020-01-13 09:00:00,0.49567582976947705,Medium,Pending
446,3969461,C1230329260,2020-01-13 09:00:00,0.5222707552061986,Medium,Pending
447,3969811,C617833265,2020-01-13 09:00:00,0.4941520824194725,Medium,Pending
448,3969812,C646671668,2020-01-13 09:00:00,0.4294494621042771,Medium,Pending
449,3970104,C960168077,2020-01-13 09:00:00,0.42581156081686644,Medium,Pending
450,3970592,C1076609603,2020-01-13 09:00:00,0.5639614479631945,Medium,Pending
451,3971442,C1296840527,2020-01-13 09:00:00,0.43404894403108396,Medium,Pending
452,3972209,C329129505,2020-01-13 09:00:00,0.41461810347453104,Medium,Pending
453,3972822,C1851498352,2020-01-13 09:00:00,0.40943114064033204,Medium,Pending
454,3973644,C515813026,2020-01-13 09:00:00,0.40863055387647407,Medium,Pending
455,3973645,C1072861941,2020-01-13 09:00:00,0.4753486434839832,Medium,Pending
456,3974045,C150783217,2020-01-13 09:00:00,0.4266498069083645,Medium,Pending
457,3974046,C1336686775,2020-01-13 09:00:00,0.4220885580417261,Medium,Pending
458,3974062,C1084961202,2020-01-13 09:00:00,0.5651633793714281,Medium,Pending
459,3974598,C1937125986,2020-01-13 09:00:00,0.5135707120972178,Medium,Pending
460,3974674,C1077326407,2020-01-13 09:00:00,0.4370737198467562,Medium,Pending
461,3974975,C1929249489,2020-01-13 09:00:00,0.5809165257427242,Medium,Pending
462,3975260,C1575116073,2020-01-13 09:00:00,0.4554497451613787,Medium,Pending
463,3975451,C1298650483,2020-01-13 09:00:00,0.44422331739375087,Medium,Pending
464,3975851,C1287288161,2020-01-13 09:00:00,0.5050835387488836,Medium,Pending
465,3975852,C649996623,2020-01-13 09:00:00,0.4941545011522367,Medium,Pending
466,3976619,C738838586,2020-01-13 09:00:00,0.5069232583283878,Medium,Pending
467,3977500,C623987066,2020-01-13 09:00:00,0.4877679728655362,Medium,Pending
468,3978540,C127938067,2020-01-13 09:00:00,0.49728917131832473,Medium,Pending
469,3980076,C503937936,2020-01-13 09:00:00,0.6580685842441087,Medium,Pending
470,3980077,C1753505198,2020-01-13 09:00:00,0.4150605811899111,Medium,Pending
471,3980218,C1275690114,2020-01-13 09:00:00,0.6669766400366562,Medium,Pending
472,3980721,C1714613851,2020-01-13 09:00:00,0.4940359816566654,Medium,Pending
473,3980845,C984130284,2020-01-13 09:00:00,0.4054885982840671,Medium,Pending
474,3981588,C1697395210,2020-01-13 10:00:00,0.6323110604663715,Medium,Pending
475,3982238,C1062535519,2020-01-13 10:00:00,0.47943658035464465,Medium,Pending
476,3982239,C391600524,2020-01-13 10:00:00,0.43110595148922304,Medium,Pending
477,3983146,C1086933587,2020-01-13 10:00:00,0.48899243658334746,Medium,Pending
478,3983832,C2096304725,2020-01-13 10:00:00,0.5347009395435837,Medium,Pending
479,3984136,C748391366,2020-01-13 10:00:00,0.6404687430172384,Medium,Pending
480,3984304,C523459061,2020-01-13 10:00:00,0.508695494408132,Medium,Pending
481,3985213,C388777332,2020-01-13 10:00:00,0.452046670318657,Medium,Pending
482,3985598,C1478770620,2020-01-13 10:00:00,0.4776981063556745,Medium,Pending
483,3985599,C466891395,2020-01-13 10:00:00,0.42541134092146493,Medium,Pending
484,3987955,C52099901,2020-01-13 10:00:00,0.4262843724532621,Medium,Pending
485,3988163,C197810089,2020-01-13 10:00:00,0.521126731181628,Medium,Pending
486,3988164,C1971949990,2020-01-13 10:00:00,0.5800148598314978,Medium,Pending
487,3988292,C1788896326,2020-01-13 10:00:00,0.5619498077694988,Medium,Pending
488,3988293,C342398736,2020-01-13 10:00:00,0.5449465383505914,Medium,Pending
489,3988563,C632309450,2020-01-13 10:00:00,0.47273267901334537,Medium,Pending
490,3991243,C812415403,2020-01-13 10:00:00,0.6290713113050757,Medium,Pending
491,3991244,C985106801,2020-01-13 10:00:00,0.4325974679738671,Medium,Pending
492,3991639,C300140823,2020-01-13 10:00:00,0.783458759606971,High,Pending
493,3992086,C1251345685,2020-01-13 10:00:00,0.5768518807317252,Medium,Pending
494,3992397,C2120715360,2020-01-13 10:00:00,0.42715261551054917,Medium,Pending
495,3992984,C604492107,2020-01-13 10:00:00,0.6463794180597917,Medium,Pending
496,3993300,C572822641,2020-01-13 10:00:00,0.4309101713404627,Medium,Pending
497,3993301,C650238375,2020-01-13 10:00:00,0.5390405337346384,Medium,Pending
498,3994299,C204877075,2020-01-13 10:00:00,0.4788243234701879,Medium,Pending
499,3994315,C756061556,2020-01-13 10:00:00,0.41544109473214147,Medium,Pending
500,3994505,C1945091542,2020-01-13 10:00:00,0.5878117477628713,Medium,Pending
501,3994691,C190554010,2020-01-13 10:00:00,0.4999442591681318,Medium,Pending
502,3994692,C1732390561,2020-01-13 10:00:00,0.5512693075150086,Medium,Pending
503,3995775,C920507021,2020-01-13 10:00:00,0.4151999065727759,Medium,Pending
504,3996007,C431831480,2020-01-13 10:00:00,0.4530382723814912,Medium,Pending
505,3996008,C1546307260,2020-01-13 10:00:00,0.4616035114409849,Medium,Pending
506,3996489,C480633082,2020-01-13 10:00:00,0.552049144954619,Medium,Pending
507,3996490,C1275289547,2020-01-13 10:00:00,0.5384973473711986,Medium,Pending
508,3996525,C2004560688,2020-01-13 10:00:00,0.5798297155798122,Medium,Pending
509,3996526,C250468227,2020-01-13 10:00:00,0.46879477013218623,Medium,Pending
510,3997023,C387653443,2020-01-13 10:00:00,0.4432454938465905,Medium,Pending
511,3997024,C689771980,2020-01-13 10:00:00,0.4190329873200003,Medium,Pending
512,3997423,C1018418701,2020-01-13 10:00:00,0.5650822409314841,Medium,Pending
513,3997559,C1147768581,2020-01-13 10:00:00,0.4161296481992379,Medium,Pending
514,3998400,C673859360,2020-01-13 10:00:00,0.40180379282912515,Medium,Pending
515,3998415,C1374388388,2020-01-13 10:00:00,0.43646188336126973,Medium,Pending
516,3998574,C1259855626,2020-01-13 10:00:00,0.4662951088246522,Medium,Pending
517,3998979,C145658684,2020-01-13 10:00:00,0.4191842519730441,Medium,Pending
518,3998980,C1103525093,2020-01-13 10:00:00,0.4680262649133051,Medium,Pending
519,3998995,C936386692,2020-01-13 10:00:00,0.40897163048187385,Medium,Pending
520,4000072,C1298505038,2020-01-13 10:00:00,0.509031147170189,Medium,Pending
521,4001359,C872876496,2020-01-13 10:00:00,0.4036917935493729,Medium,Pending
522,4001761,C1786916289,2020-01-13 10:00:00,0.5694757023751758,Medium,Pending
523,4001762,C1677561922,2020-01-13 10:00:00,0.44040003916624765,Medium,Pending
524,4001900,C50633307,2020-01-13 10:00:00,0.4353830416215628,Medium,Pending
525,4002093,C594917056,2020-01-13 10:00:00,0.4087949054919144,Medium,Pending
526,4002108,C1391561617,2020-01-13 10:00:00,0.41701046930294916,Medium,Pending
527,4002132,C1311963329,2020-01-13 10:00:00,0.47561806561396053,Medium,Pending
528,4002351,C1129563863,2020-01-13 10:00:00,0.4532389402740429,Medium,Pending
529,4002770,C1785839533,2020-01-13 10:00:00,0.41975003258524707,Medium,Pending
530,4003263,C302949052,2020-01-13 10:00:00,0.41083871203729583,Medium,Pending
531,4003371,C1510283995,2020-01-13 10:00:00,0.5438052738000254,Medium,Pending
532,4003614,C850555360,2020-01-13 10:00:00,0.410795719806364,Medium,Pending
533,4003692,C72331908,2020-01-13 10:00:00,0.42874134221507876,Medium,Pending
534,4003693,C2084924681,2020-01-13 10:00:00,0.42740221641969717,Medium,Pending
535,4004373,C1785610229,2020-01-13 10:00:00,0.4565335972360033,Medium,Pending
536,4004374,C1576649855,2020-01-13 10:00:00,0.4403110190785343,Medium,Pending
537,4004959,C528034819,2020-01-13 10:00:00,0.5294672756236326,Medium,Pending
538,4004974,C434906044,2020-01-13 10:00:00,0.4026603988915735,Medium,Pending
539,4006049,C1753244211,2020-01-13 10:00:00,0.6748165529858409,Medium,Pending
540,4006050,C799495205,2020-01-13 10:00:00,0.4738710539267532,Medium,Pending
541,4006394,C1609437529,2020-01-13 10:00:00,0.48247235378314823,Medium,Pending
542,4006587,C146260131,2020-01-13 10:00:00,0.6016769015917092,Medium,Pending
543,4006588,C153108599,2020-01-13 10:00:00,0.4415433028835307,Medium,Pending
544,4006835,C643740020,2020-01-13 10:00:00,0.4123550428891843,Medium,Pending
545,4007155,C1291583449,2020-01-13 10:00:00,0.4266899819664418,Medium,Pending
546,4010048,C2104932733,2020-01-13 10:00:00,0.48102362023859413,Medium,Pending
547,4010375,C1098888868,2020-01-13 10:00:00,0.5976984537408281,Medium,Pending
548,4011802,C331500736,2020-01-13 11:00:00,0.42042169384321587,Medium,Pending
549,4011956,C1313169305,2020-01-13 11:00:00,0.49569532153138707,Medium,Pending
550,4011957,C978763175,2020-01-13 11:00:00,0.5739775574691406,Medium,Pending
551,4012207,C60200644,2020-01-13 11:00:00,0.5645934963104122,Medium,Pending
552,4012208,C1681033826,2020-01-13 11:00:00,0.5304581825743366,Medium,Pending
553,4013045,C1438212901,2020-01-13 11:00:00,0.5430297799783057,Medium,Pending
554,4014013,C1225841464,2020-01-13 11:00:00,0.42147475600932505,Medium,Pending
555,4014660,C445600135,2020-01-13 11:00:00,0.6088074783569082,Medium,Pending
556,4014722,C1369805237,2020-01-13 11:00:00,0.4259471931704486,Medium,Pending
557,4015043,C1647498376,2020-01-13 11:00:00,0.42608559446306965,Medium,Pending
558,4015350,C1290193714,2020-01-13 11:00:00,0.49300317943466254,Medium,Pending
559,4015351,C2145557479,2020-01-13 11:00:00,0.4813899752250873,Medium,Pending
560,4015505,C230721320,2020-01-13 11:00:00,0.5976579241604203,Medium,Pending
561,4016239,C1335787735,2020-01-13 11:00:00,0.4438148008277495,Medium,Pending
562,4016809,C810511194,2020-01-13 11:00:00,0.43245230357338826,Medium,Pending
563,4016810,C1997806194,2020-01-13 11:00:00,0.41067155172967185,Medium,Pending
564,4019110,C513090315,2020-01-13 11:00:00,0.5492399106895185,Medium,Pending
565,4019491,C1373829035,2020-01-13 11:00:00,0.4461559362106887,Medium,Pending
566,4020647,C57173313,2020-01-13 11:00:00,0.4480500570979339,Medium,Pending
567,4021366,C1421969256,2020-01-13 11:00:00,0.5001993714532612,Medium,Pending
568,4021782,C1037380555,2020-01-13 11:00:00,0.48831327114318346,Medium,Pending
569,4022041,C119338063,2020-01-13 11:00:00,0.5274154645364747,Medium,Pending
570,4023328,C170775932,2020-01-13 11:00:00,0.528494810800378,Medium,Pending
571,4023329,C530094846,2020-01-13 11:00:00,0.5559825233402471,Medium,Pending
572,4024092,C1421258455,2020-01-13 11:00:00,0.46044414436840553,Medium,Pending
573,4024107,C1436606095,2020-01-13 11:00:00,0.4551867235148592,Medium,Pending
574,4026712,C254616274,2020-01-13 11:00:00,0.4935278587026565,Medium,Pending
575,4026713,C196703060,2020-01-13 11:00:00,0.4855061251675644,Medium,Pending
576,4027304,C227656960,2020-01-13 11:00:00,0.4506696759805138,Medium,Pending
577,4027628,C433416354,2020-01-13 11:00:00,0.4612866296595343,Medium,Pending
578,4027629,C573773059,2020-01-13 11:00:00,0.4335636662628315,Medium,Pending
579,4027745,C274238274,2020-01-13 11:00:00,0.4320610555462844,Medium,Pending
580,4028583,C50811564,2020-01-13 11:00:00,0.7259643759831769,High,Pending
581,4028584,C1385331403,2020-01-13 11:00:00,0.4398820131359915,Medium,Pending
582,4028598,C650473049,2020-01-13 11:00:00,0.40067445664501833,Medium,Pending
583,4030420,C999878136,2020-01-13 11:00:00,0.5265708271236722,Medium,Pending
584,4030421,C1492193532,2020-01-13 11:00:00,0.4416907151918319,Medium,Pending
585,4030958,C1999568874,2020-01-13 11:00:00,0.4495943531891759,Medium,Pending
586,4031031,C1476496404,2020-01-13 11:00:00,0.5738367508462441,Medium,Pending
587,4031216,C102887612,2020-01-13 11:00:00,0.401084947465766,Medium,Pending
588,4031721,C1206430088,2020-01-13 11:00:00,0.45542231768742264,Medium,Pending
589,4033491,C1394594195,2020-01-13 11:00:00,0.45074075324027524,Medium,Pending
590,4033492,C92581683,2020-01-13 11:00:00,0.5671148615477086,Medium,Pending
591,4033733,C702955316,2020-01-13 11:00:00,0.4689752256329648,Medium,Pending
592,4033781,C385948493,2020-01-13 11:00:00,0.45226725726263406,Medium,Pending
593,4033782,C2078962001,2020-01-13 11:00:00,0.4530656876644829,Medium,Pending
594,4033894,C891821473,2020-01-13 11:00:00,0.6535997584858106,Medium,Pending
595,4033993,C218688766,2020-01-13 11:00:00,0.4472808650961529,Medium,Pending
596,4033994,C1391925805,2020-01-13 11:00:00,0.5114597602188272,Medium,Pending
597,4034463,C708522799,2020-01-13 11:00:00,0.5371631321871316,Medium,Pending
598,4036042,C1432793930,2020-01-13 11:00:00,0.40241098183125473,Medium,Pending
599,4036500,C2078388947,2020-01-13 11:00:00,0.4822254587380496,Medium,Pending
600,4037503,C959898313,2020-01-13 11:00:00,0.40101434754662213,Medium,Pending
601,4037518,C1494361578,2020-01-13 11:00:00,0.4433418159433632,Medium,Pending
602,4038099,C1293276010,2020-01-13 11:00:00,0.7210586005439409,High,Pending
603,4038435,C437103388,2020-01-13 11:00:00,0.4155357992923863,Medium,Pending
604,4038436,C1670532398,2020-01-13 11:00:00,0.4983224508809452,Medium,Pending
605,4039640,C738713996,2020-01-13 11:00:00,0.47720990033292326,Medium,Pending
606,4039641,C1615148513,2020-01-13 11:00:00,0.43737142122807005,Medium,Pending
607,4040172,C798870943,2020-01-13 11:00:00,0.4314203800094637,Medium,Pending
608,4040241,C977829701,2020-01-13 11:00:00,0.42907505388787015,Medium,Pending
609,4040343,C488445524,2020-01-13 11:00:00,0.5512544839838108,Medium,Pending
610,4040790,C1709550812,2020-01-13 11:00:00,0.47916282649485986,Medium,Pending
611,4040791,C382316120,2020-01-13 11:00:00,0.41118042022551454,Medium,Pending
612,4041686,C1709187697,2020-01-13 11:00:00,0.45528017111852875,Medium,Pending
613,4042517,C1684735083,2020-01-13 12:00:00,0.4701294188905514,Medium,Pending
614,4043420,C41466638,2020-01-13 12:00:00,0.4669930680372257,Medium,Pending
615,4043953,C596895684,2020-01-13 12:00:00,0.6008735765555239,Medium,Pending
616,4043969,C977638033,2020-01-13 12:00:00,0.42591179628892384,Medium,Pending
617,4043970,C997363429,2020-01-13 12:00:00,0.5207001358697799,Medium,Pending
618,4044176,C1621759239,2020-01-13 12:00:00,0.7333442275302968,High,Pending
619,4044227,C1690842469,2020-01-13 12:00:00,0.4642536895124003,Medium,Pending
620,4044351,C1136562495,2020-01-13 12:00:00,0.4088244973542289,Medium,Pending
621,4045118,C1081865515,2020-01-13 12:00:00,0.6092757569990037,Medium,Pending
622,4045221,C1177776187,2020-01-13 12:00:00,0.4283807583251124,Medium,Pending
623,4045222,C603607327,2020-01-13 12:00:00,0.4352850787421377,Medium,Pending
624,4045250,C600447721,2020-01-13 12:00:00,0.5388922874432215,Medium,Pending
625,4045460,C855845998,2020-01-13 12:00:00,0.4205126351814826,Medium,Pending
626,4045690,C1182130738,2020-01-13 12:00:00,0.5644339020484488,Medium,Pending
627,4045832,C1769534655,2020-01-13 12:00:00,0.5889971048356943,Medium,Pending
628,4046236,C1485894065,2020-01-13 12:00:00,0.4831981167994476,Medium,Pending
629,4046764,C183836878,2020-01-13 12:00:00,0.5450646151854315,Medium,Pending
630,4046780,C45694924,2020-01-13 12:00:00,0.44909451986378124,Medium,Pending
631,4047486,C625118656,2020-01-13 12:00:00,0.6018559194673347,Medium,Pending
632,4048449,C962484785,2020-01-13 12:00:00,0.6886276388275913,Medium,Pending
633,4048450,C50702401,2020-01-13 12:00:00,0.5367357654371154,Medium,Pending
634,4048586,C1826695380,2020-01-13 12:00:00,0.43564013096308873,Medium,Pending
635,4048674,C1960608501,2020-01-13 12:00:00,0.7077616581753141,High,Pending
636,4048675,C2058005210,2020-01-13 12:00:00,0.5504134700133576,Medium,Pending
637,4049279,C738006334,2020-01-13 12:00:00,0.5519671788920623,Medium,Pending
638,4049280,C1716942619,2020-01-13 12:00:00,0.45421501203262676,Medium,Pending
639,4050028,C679640558,2020-01-13 12:00:00,0.43854982437794077,Medium,Pending
640,4050029,C673007562,2020-01-13 12:00:00,0.4418597530594102,Medium,Pending
641,4053073,C1857584583,2020-01-13 12:00:00,0.40924449780867167,Medium,Pending
642,4053231,C55478598,2020-01-13 12:00:00,0.6179388423286981,Medium,Pending
643,4053728,C598177993,2020-01-13 12:00:00,0.5376375036612051,Medium,Pending
644,4053770,C889809184,2020-01-13 12:00:00,0.5856683561068797,Medium,Pending
645,4053826,C593985052,2020-01-13 12:00:00,0.413800599968176,Medium,Pending
646,4053827,C829191817,2020-01-13 12:00:00,0.41032694890675664,Medium,Pending
647,4053841,C77841064,2020-01-13 12:00:00,0.42890937784908895,Medium,Pending
648,4053892,C1640241868,2020-01-13 12:00:00,0.43255914836542364,Medium,Pending
649,4054243,C621534543,2020-01-13 12:00:00,0.5662083816442394,Medium,Pending
650,4054682,C1426219136,2020-01-13 12:00:00,0.5112458633126419,Medium,Pending
651,4054772,C594965264,2020-01-13 12:00:00,0.4906742363033431,Medium,Pending
652,4054881,C1715233676,2020-01-13 12:00:00,0.4484208281666216,Medium,Pending
653,4054896,C416703311,2020-01-13 12:00:00,0.4287009910316404,Medium,Pending
654,4054914,C1720436586,2020-01-13 12:00:00,0.5592176903647839,Medium,Pending
655,4054915,C904905786,2020-01-13 12:00:00,0.4021537929175664,Medium,Pending
656,4055347,C982635532,2020-01-13 12:00:00,0.4461383993948546,Medium,Pending
657,4055359,C1832195283,2020-01-13 12:00:00,0.5721358660579389,Medium,Pending
658,4055360,C298150872,2020-01-13 12:00:00,0.42803533408864725,Medium,Pending
659,4055726,C1163102205,2020-01-13 12:00:00,0.7062666634798094,High,Pending
660,4055727,C2024608805,2020-01-13 12:00:00,0.41517641488730606,Medium,Pending
661,4057503,C863106680,2020-01-13 12:00:00,0.4392017612613128,Medium,Pending
662,4058399,C1711117387,2020-01-13 12:00:00,0.4442162658673633,Medium,Pending
663,4058529,C1117229889,2020-01-13 12:00:00,0.5182917423306208,Medium,Pending
664,4058568,C894440208,2020-01-13 12:00:00,0.5057435962532146,Medium,Pending
665,4058569,C1570620611,2020-01-13 12:00:00,0.4230207363466577,Medium,Pending
666,4058657,C515250662,2020-01-13 12:00:00,0.6913506198238495,Medium,Pending
667,4059030,C2092347686,2020-01-13 12:00:00,0.46588224515762733,Medium,Pending
668,4059031,C1232733369,2020-01-13 12:00:00,0.44244493441775196,Medium,Pending
669,4059047,C1576451498,2020-01-13 12:00:00,0.48524651903551735,Medium,Pending
670,4059048,C1507848494,2020-01-13 12:00:00,0.42286597250823693,Medium,Pending
671,4059332,C225873254,2020-01-13 12:00:00,0.4467045043169981,Medium,Pending
672,4059333,C1941130084,2020-01-13 12:00:00,0.43079360467079975,Medium,Pending
